epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,3.7485179901123047,0.1770128458738327,2.63136625289917,0.37316611409187317
1,2.0709049701690674,0.4827544391155243,2.0835092067718506,0.4865909516811371
2,1.67583429813385,0.5793537497520447,1.8808951377868652,0.531471848487854
3,1.4565778970718384,0.6345568299293518,1.7646440267562866,0.5750907063484192
4,1.3005298376083374,0.67406165599823,1.5150723457336426,0.6358258128166199
5,1.187333583831787,0.7043585181236267,1.3294726610183716,0.669585108757019
6,1.1048167943954468,0.7242786288261414,1.2870655059814453,0.6812588572502136
7,1.0357078313827515,0.7420791387557983,1.148295283317566,0.7199084758758545
8,0.983347475528717,0.7545478343963623,1.0870569944381714,0.7362359762191772
9,0.9398158192634583,0.7660863399505615,1.1017347574234009,0.7362359762191772
10,0.9066014885902405,0.7739216089248657,1.1012810468673706,0.7348161935806274
11,0.8726490139961243,0.7827804088592529,1.07432222366333,0.7415996193885803
12,0.8450257182121277,0.7903390526771545,1.1164941787719727,0.7314245104789734
13,0.8210005164146423,0.7962621450424194,1.108917474746704,0.7458589673042297
14,0.8005322813987732,0.8023062944412231,1.0120967626571655,0.7587947845458984
15,0.7819616198539734,0.8073338866233826,1.1029871702194214,0.7496450543403625
16,0.7631909847259521,0.8120502829551697,1.0818778276443481,0.7542198896408081
17,0.7535083889961243,0.8139658570289612,1.2151758670806885,0.7453068494796753
18,0.7362338304519653,0.8187652230262756,1.2583783864974976,0.7300047278404236
19,0.7239919900894165,0.8219878673553467,1.108654499053955,0.7524846196174622
20,0.7119585275650024,0.8253245949745178,1.1105337142944336,0.7610821723937988
21,0.7029677629470825,0.8275548219680786,1.2996262311935425,0.7481464147567749
22,0.6941882371902466,0.829584538936615,1.163063645362854,0.7540621757507324
23,0.685762345790863,0.8319185376167297,1.218387484550476,0.743729293346405
24,0.6740085482597351,0.8345084190368652,1.0613709688186646,0.7622653245925903
25,0.6698858141899109,0.836168110370636,1.2144818305969238,0.7414418458938599
26,0.6625136733055115,0.8379730582237244,1.0968345403671265,0.7556396722793579
27,0.6570330858230591,0.8396362662315369,1.1264249086380005,0.7457011938095093
28,0.6490080952644348,0.8415794968605042,1.132545828819275,0.7583215236663818
29,0.6432149410247803,0.8427793383598328,1.1123933792114258,0.7598990201950073
30,0.6411827802658081,0.8438374400138855,1.1335817575454712,0.753904402256012
31,0.6320706009864807,0.8459085822105408,1.1144932508468628,0.7587158679962158
32,0.6279268264770508,0.8467522859573364,1.22052800655365,0.7560340762138367
33,0.623975396156311,0.8477723598480225,1.1457490921020508,0.762344241142273
34,0.6177849173545837,0.8497017621994019,1.1200348138809204,0.7595835328102112
35,0.6137300133705139,0.8505558371543884,1.2297183275222778,0.7628175020217896
36,0.6134867668151855,0.8508704900741577,1.0861128568649292,0.7706263065338135
37,0.6042665243148804,0.8532356023788452,1.1772825717926025,0.7651048898696899
38,0.6031520962715149,0.8540481925010681,1.4305944442749023,0.764000654220581
39,0.5974667072296143,0.8548641800880432,1.073337197303772,0.7622653245925903
40,0.5959985256195068,0.855462372303009,1.091758370399475,0.7668402194976807
41,0.5973806381225586,0.8554278016090393,1.1232208013534546,0.7707840204238892
42,0.5911698937416077,0.8568178415298462,1.1741122007369995,0.7710206508636475
43,0.5875292420387268,0.8578205704689026,1.0991973876953125,0.7630541324615479
44,0.5847113132476807,0.8580660820007324,1.0667426586151123,0.7763054370880127
45,0.582277774810791,0.8593039512634277,1.0777462720870972,0.7719671726226807
46,0.579171359539032,0.8597776889801025,1.07394278049469,0.7666824460029602
47,0.5781789422035217,0.8603689670562744,1.0950307846069336,0.7685754895210266
48,0.5726317763328552,0.8615030646324158,1.0689164400100708,0.7729926109313965
49,0.5699045658111572,0.8621946573257446,1.0194942951202393,0.7823789119720459
50,0.5711875557899475,0.8624781966209412,0.9902439117431641,0.7843508720397949
51,0.566234290599823,0.8636884093284607,1.0220413208007812,0.783009946346283
52,0.5646934509277344,0.8640341758728027,1.0355501174926758,0.7774885892868042
53,0.5641347169876099,0.8643764853477478,1.0959525108337402,0.7817479372024536
54,0.5612608790397644,0.8649470210075378,1.0410418510437012,0.7838776111602783
55,0.5620730519294739,0.8644940257072449,1.1738749742507935,0.7742546200752258
56,0.560215950012207,0.865507185459137,1.1188980340957642,0.7720460891723633
57,0.557327389717102,0.8658252954483032,1.0514442920684814,0.7796182632446289
58,0.5568145513534546,0.8659981489181519,1.0799113512039185,0.7828521728515625
59,0.5522844791412354,0.8675402998924255,1.0412852764129639,0.7820634245872498
60,0.5537835359573364,0.8668003678321838,1.2080941200256348,0.7590314149856567
61,0.5508670210838318,0.8674988150596619,1.0181550979614258,0.7852973937988281
62,0.5494768619537354,0.8682560920715332,1.075258493423462,0.7697586417198181
63,0.549354612827301,0.8680140376091003,1.15751314163208,0.7740179896354675
64,0.5455877184867859,0.8693764209747314,1.1903541088104248,0.7656570672988892
65,0.5458036661148071,0.8690202236175537,1.0809816122055054,0.7759110331535339
66,0.5421323180198669,0.8697118163108826,1.0804245471954346,0.7796182632446289
67,0.5428999066352844,0.8697947859764099,1.0491399765014648,0.7823000550270081
68,0.5388981699943542,0.8710464835166931,1.0777101516723633,0.7830888032913208
69,0.5381742119789124,0.8712712526321411,1.1064130067825317,0.7780407071113586
70,0.5389880537986755,0.8707560300827026,1.190452218055725,0.7717305421829224
71,0.5385451316833496,0.8709082007408142,1.0647610425949097,0.7798548936843872
72,0.5338343381881714,0.8718348741531372,1.0939381122589111,0.7793816328048706
73,0.5368560552597046,0.8715720772743225,1.4157438278198242,0.7618709802627563
74,0.5334631204605103,0.8721875548362732,1.0969290733337402,0.7794604897499084
75,0.53143709897995,0.8730796575546265,1.266141653060913,0.7665246725082397
76,0.5322468280792236,0.8728514313697815,1.259848952293396,0.7703107595443726
77,0.530845046043396,0.873013973236084,1.1415095329284668,0.7760688066482544
78,0.5304152965545654,0.8732041120529175,1.211451530456543,0.7738602161407471
79,0.5268055200576782,0.8740132451057434,1.1127933263778687,0.7792238593101501
80,0.5254722833633423,0.8743935823440552,1.1380770206451416,0.779302716255188
81,0.5260264873504639,0.8741930723190308,1.0475610494613647,0.7867171764373779
82,0.5264407396316528,0.8744039535522461,1.1171276569366455,0.7835620641708374
83,0.5264284014701843,0.8742449283599854,1.1130062341690063,0.7856917381286621
84,0.5215082764625549,0.8756141662597656,1.1163194179534912,0.7757532596588135
85,0.523429274559021,0.8752338290214539,1.0521578788757324,0.7852184772491455
86,0.5227429866790771,0.8754585981369019,1.0863314867019653,0.7868748903274536
87,0.5195012092590332,0.8760602474212646,1.1826674938201904,0.7767786979675293
88,0.51894211769104,0.876146674156189,1.091888427734375,0.7856917381286621
89,0.5187978148460388,0.8763990998268127,1.074886441230774,0.7889257073402405
90,0.5179111957550049,0.8766722679138184,1.1466482877731323,0.7802492380142212
91,0.5146150588989258,0.8773015737533569,1.0983452796936035,0.7871904373168945
92,0.5163590312004089,0.8767483234405518,1.159382939338684,0.7821422815322876
93,0.5185236930847168,0.8765339255332947,1.105357050895691,0.7889257073402405
94,0.5141980051994324,0.8773292303085327,1.1173605918884277,0.7839564681053162
95,0.5160450339317322,0.8770111203193665,1.0683437585830688,0.7953147292137146
96,0.514164388179779,0.877519428730011,1.0562788248062134,0.7906609773635864
97,0.5121815800666809,0.877875566482544,1.1742056608200073,0.779302716255188
98,0.5130345821380615,0.8779758214950562,1.1182878017425537,0.7895567417144775
99,0.509525716304779,0.8784910440444946,1.129014253616333,0.7837986946105957
