epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
37,0.7431347370147705,0.8110025525093079,1.534663438796997,0.7027133703231812
38,0.7404156923294067,0.8121989369392395,1.687720775604248,0.6961665749549866
39,0.7338504791259766,0.8140972852706909,1.4964773654937744,0.7087868452072144
40,0.732817530632019,0.8145156502723694,1.4900720119476318,0.71123206615448
41,0.72556072473526,0.8155772089958191,1.4811605215072632,0.7212494015693665
42,0.7202388644218445,0.8174098134040833,1.4249979257583618,0.7284271717071533
43,0.7197631001472473,0.8175031542778015,1.61290442943573,0.6941158175468445
44,0.7112555503845215,0.8197126388549805,1.7893799543380737,0.6922227740287781
45,0.7092746496200562,0.820919394493103,1.582841157913208,0.7080770134925842
46,0.704012393951416,0.8215625882148743,1.7857134342193604,0.6870957612991333
47,0.7044312357902527,0.8221918940544128,1.590912103652954,0.7115475535392761
48,0.6991523504257202,0.8232706785202026,1.4755557775497437,0.7121785879135132
49,0.6969655752182007,0.8241074681282043,1.6052457094192505,0.718725323677063
50,0.6916828751564026,0.8257429599761963,1.505142092704773,0.714623749256134
51,0.6882915496826172,0.8259539008140564,1.7091906070709229,0.707130491733551
52,0.6855289340019226,0.8275894522666931,1.94765043258667,0.6922227740287781
53,0.6864187121391296,0.8270362019538879,1.5895575284957886,0.7231424450874329
54,0.6793904900550842,0.8286889791488647,1.645249605178833,0.7076037526130676
55,0.6752368211746216,0.8300479054450989,1.6373884677886963,0.7180154323577881
56,0.6740442514419556,0.8305250406265259,1.6377533674240112,0.7147026062011719
57,0.6737212538719177,0.830155074596405,1.7641773223876953,0.7055529356002808
58,0.6681255102157593,0.8324441313743591,1.7934666872024536,0.6971920132637024
59,0.6658586859703064,0.8324130177497864,1.800463318824768,0.7073671221733093
60,0.6628068685531616,0.8333708047866821,1.6715713739395142,0.7134405970573425
61,0.6599213480949402,0.8349440693855286,1.7472498416900635,0.7019246220588684
62,0.6596266031265259,0.834888756275177,1.4488126039505005,0.7238523364067078
63,0.6589577198028564,0.8348783850669861,1.512385368347168,0.7188042402267456
64,0.6561335921287537,0.8357739448547363,1.5391125679016113,0.7149392366409302
65,0.6540824770927429,0.8355318903923035,1.6011357307434082,0.7326076626777649
66,0.6536576747894287,0.8357290029525757,1.2992769479751587,0.7412841320037842
67,0.647153913974762,0.8376964330673218,1.4131828546524048,0.7355260848999023
68,0.645889401435852,0.838242769241333,1.420632243156433,0.7310301065444946
69,0.6438235640525818,0.8396673798561096,1.5653554201126099,0.7281116843223572
70,0.6425943374633789,0.8389930725097656,1.4307279586791992,0.7360782623291016
71,0.6403789520263672,0.8396812081336975,1.3833374977111816,0.735289454460144
72,0.6371687650680542,0.8407012224197388,1.581031084060669,0.7175421714782715
73,0.6406134963035583,0.8398298621177673,1.4810583591461182,0.7463322281837463
74,0.6361624002456665,0.8409674763679504,1.4547319412231445,0.7389178276062012
75,0.6319034099578857,0.8416555523872375,1.4916805028915405,0.7394699454307556
76,0.6337739825248718,0.8418630361557007,1.4002909660339355,0.7365515232086182
77,0.6303769946098328,0.8428381085395813,1.367164969444275,0.7382079362869263
78,0.629811704158783,0.8428934216499329,1.5019301176071167,0.7179365754127502
79,0.6296153664588928,0.8434605002403259,1.3741199970245361,0.7465688586235046
80,0.6259544491767883,0.8443871736526489,1.42820405960083,0.7351317405700684
81,0.6240456700325012,0.8445497155189514,1.4959107637405396,0.7399432063102722
82,0.6223326325416565,0.8450718522071838,1.499396562576294,0.7317399978637695
83,0.6227688789367676,0.8449715375900269,1.4253854751586914,0.7338696718215942
84,0.6184214353561401,0.845981240272522,1.4322272539138794,0.7285060882568359
85,0.6222698092460632,0.8453346490859985,1.4347953796386719,0.732528805732727
86,0.6170951724052429,0.8466624021530151,1.5668896436691284,0.7220381498336792
87,0.617274284362793,0.8469563126564026,1.5099858045578003,0.7330809235572815
88,0.6133200526237488,0.8473573923110962,1.524631381034851,0.7339485883712769
89,0.6143592000007629,0.8474438786506653,1.5447345972061157,0.7331597805023193
90,0.6119598150253296,0.8477585315704346,1.496720790863037,0.7184886932373047
91,0.611479640007019,0.8483151793479919,1.3594235181808472,0.735289454460144
92,0.6075907945632935,0.8493248820304871,1.4330410957336426,0.7359204888343811
93,0.6099674105644226,0.848975658416748,1.3899173736572266,0.7348161935806274
94,0.6079092621803284,0.8493559956550598,1.4542701244354248,0.740731954574585
95,0.6061112284660339,0.8499887585639954,1.3703430891036987,0.7378923892974854
96,0.6030376553535461,0.8498573899269104,1.4573594331741333,0.7408897280693054
97,0.6038112640380859,0.8500025868415833,1.6064103841781616,0.7239311933517456
98,0.6006829142570496,0.8508739471435547,1.4797918796539307,0.7363937497138977
99,0.6030207872390747,0.850967288017273,1.4306765794754028,0.7464110851287842
